"","AA01","AA02","AA03","AA04","AA05","AA06","AA07","AA08","AA09","AA10","AA11","AA12","AA13","AA14","AA15","AA16","AS01","AS02","AS03","AS04","AS05","AS06","AS07","AS08","AS09","AS10","AS11","AS12","AS13","AS14","AS15","AS16"
"DBLa0.7_D2_HB3var14",16.954,326.807,0,0,0,0,82.022,6.498,0,45.02,85.178,263.333,0,2.979,24.703,58.472,7.68,18.734,0,0,176.61,33.08,10.904,0,0,9.341,0,33.655,95.585,0,69.83,3489.657
"DBLa0.7_D2_HB3var23",0,35.796,2.413,0,13.343,0,17.484,0,8.372,1.994,20.031,0,0,2.647,0,0,21.571,0,0,0,0,24.862,0,0,0,0,0,0,602.889,0,74.916,39.636
"DBLa0.7_D2_HB3var40",42.723,0,93.553,13.465,49.212,43.375,0,153.139,64.71,0,0,20.849,2.994,0,22.77,5.562,2.875,8.1,70.948,0,0,7.202,56.073,1,6.851,9.231,0.968,5.558,0,61.091,0,230.969
"DBLa0.7_D2_IT4var63",9.98,199.445,24.834,32.99,283.606,37.034,27.016,149.544,0,0,41.051,7.174,0,9.573,3.068,34.399,21.998,105.919,89.007,23.941,141.218,6.051,60.238,1.045,0,357.913,10.228,10.166,0,17.586,6.466,590.588
"DBLa0.7_D2_PFB0010w",205.125,52.068,44.599,54.832,45.322,9.65,13.594,69.774,6.185,128.907,3.332,16.638,9.351,3.338,77.82,65.791,116.106,10.462,33.029,99.578,198.453,42.931,71.209,0,10.48,14.185,1.025,426.421,28.439,61.484,36.01,27.925
"DBLa0.7_D2_PFL1950w",10.732,162.891,173.202,110.09,18.38,42.058,98.266,1013.038,139.973,20.32,165.709,25.287,0,12.228,2.09,434.412,2.687,191.763,225.066,9.404,976.405,2.155,64.116,0,14.719,0,12.655,264.18,27.459,99.175,29.672,3548.487
"DBLa0.8_D1_IT4var36",53.455,35.111,68.759,63.208,128.812,27.077,17.659,159.604,360.092,13.857,29.09,254.508,4.25,37.418,5.975,0,32.753,2.135,51.093,12.345,169.027,24.805,105.03,1.313,5.291,92.571,2.032,71.27,82.8,34.546,26.534,623.304
"DBLa0.8_D1_PFCLINvar77",22.18,150.484,82.467,126.516,355.384,25.053,27.072,25.215,26.753,0,41.139,66.268,5.325,10.444,5.965,3.274,13.379,7.68,7.599,4.182,16.093,14.918,11.523,0.867,0,3.188,1.025,144.239,42.569,64.566,208.411,9.378
"DBLa0.8_D2_AY028643",143.194,279.194,171.279,79.01,240.913,6.984,14.736,99.024,111.537,21.903,20.548,1053.803,3.014,77.322,1.253,284.59,62.999,44.343,66.388,49.742,13.807,22.246,67.056,1.139,0,2.255,3.525,110.203,111.487,112.09,25.127,17.798
"DBLa0.8_D2_DD2var13",36.329,76.884,295.626,9.175,87.057,17.608,47.88,104.65,127.727,0,187.863,63.184,0,4.592,7.028,26.826,3.68,227.582,61.588,1.003,3196.533,13.292,5.909,13.585,0,353.673,9.179,25.914,0,0,44.303,60.24
"DBLa0.8_D2_HB3var22",18.172,45.443,56.983,84.778,15.033,4.418,26.07,82.819,99.139,11.091,18.496,3.009,4.275,4.192,28.967,931.674,11.878,137.733,1.252,20.558,25.732,0,17.89,3.89,0,0,0,8.685,9.793,41.219,13.802,424.649
"DBLa0.8_D2_HB3var26",0,1.151,679,4.356,33.618,4.65,7.763,4.804,51.206,21.314,93.329,16.7,2.008,13.389,5.05,7.968,0,38.765,5.602,0,198.964,0,11.089,0,0,10.043,2.8,2.013,3.832,46.211,11.315,411.879
"DBLa0.8_D2_IGHvar15",11.444,25.923,293.244,82.272,40.797,19.08,20.539,188.706,68.014,2.203,87.037,34.074,0,69.522,16.72,363.521,1.206,24.97,150.971,88.035,215.256,64.314,96.365,0,0,54.204,3.972,89.015,358.601,9.01,127.029,104.207
"DBLa0.8_D2_IGHvar37",24.492,98.546,4.647,33.64,25.603,5.858,19.375,23.194,4.023,1,98.927,648.644,7.205,5.244,57.965,67.003,9.385,5.964,53.611,7.205,96.115,28.82,99.059,1.019,14.896,165.758,10.874,53.354,20.829,43.886,46.363,11.134
"DBLa0.8_D2_MAL6P1.1",12.729,61.786,303.302,118.116,22.253,12.152,17.472,215.708,34.778,52.083,55.253,6.717,0,43.188,11.725,90.607,2.842,95.327,57.151,90.585,33.895,9.961,141.406,0,16.543,4.448,23.615,347.358,18.315,170.246,37.982,54.082
"DBLa0.8_D2_PFCLINvar15",23.909,173.3,179.949,161.562,101.449,23.991,15.385,72.752,258.177,4.595,22.295,104.02,3.453,77.247,6.047,3064.943,5.939,7.949,38.524,4.565,167.608,2.265,33.792,59.707,4.911,20.354,15.192,365.44,50.673,245.969,123.052,1286.275
"DBLa0.8_D2_PFCLINvar57",7.306,58.883,204.644,30.645,124.748,135.693,14.857,29.547,2.101,47.153,117.812,5.656,5,29.746,57.402,88.714,1.131,546.385,26.919,10.483,123.023,0,48.415,0,0,0,6.736,336.333,20.883,58.097,0,1.006
"DBLa0.8_D2_PFD1005c",6.259,326.342,325.484,68.631,17.966,40.096,25.716,145.371,140.753,25.455,285.856,648.08,8.442,22.364,0.967,52.298,32.943,63.316,58.353,132.509,196.11,6.003,47.164,0,2.436,1.785,16.627,230.004,15.742,181.084,31.663,376.721
"DBLa0.8_D2_PREICHvar53",0,1.028,33.234,0,1.074,3.411,1.476,3.355,9.006,1.015,4.953,0,0,0,3.039,229.094,0,0,1.882,10.415,2.408,0,0,0,1.326,0,0,1.086,0,45.887,67.459,1.046
"DBLa0.8_D2_PREICHvar85",0,0,0,99.416,0,3.227,0,0,33.99,0,7.08,4.007,0,1.91,0,0,1.055,0,3.512,0,50.752,0,0,0,0,0,0,0,0,12.188,0,1.137
"DBLa0.8_D2_PREICHvar92",0,0,4.08,4.669,3.022,0,0,0,0,0,0,0,0,23.944,0,0,0,36.291,4.048,0,2.821,2.002,0,0,0,2.295,2.888,15.235,0.761,0,0,0
"DBLa0.9_D2_DD2var20",1.04,46.975,233.992,10.123,7.326,37.082,44.793,16.324,513.864,2.713,51.421,2.17,0,27.555,0,41.587,37.383,0,145.589,132.595,14.783,5.785,188.297,0,4.201,6.342,0,15.413,73.089,9.459,0,334.723
"DBLa0.9_D2_DD2var23",138.122,1.555,545.745,59.429,5.194,13.016,60.98,6.815,130.476,7.48,21.48,0,19.986,32.156,14.239,212.894,3.472,3.9,29.181,12.743,55.468,74.266,128.187,1.002,0,122.674,55.503,115.412,157.918,36.036,27.343,152.194
"DBLa0.9_D2_DD2var33",42.106,134.916,133.242,0,6.718,53.276,0,106.162,6.9,1.001,8.584,115.197,0,27.092,9.093,48.333,0,0,8.474,39.39,0,19.434,536.736,0,1.011,81.166,0,45.984,52.263,2.579,50.321,57.456
"DBLa0.9_D2_HB3var07",8.259,232.685,292.69,21.11,41.256,151.088,11.761,38.794,20.013,20.978,15.233,68.24,8.875,18.427,10.939,467.948,4.21,55.519,6.292,8.475,82.115,44.241,15.175,0,0,157.041,0,112.478,6.171,16.621,11.052,71.157
"DBLa0.9_D2_HB3var08",3.031,110.274,465.749,30.728,209.542,150.77,32.308,115.825,655.043,223.785,27.073,554.458,10.287,135.049,10.05,376.956,127.935,28.005,32.501,166.345,133.422,12.155,598.035,1.033,7.626,5.596,46.233,88,70.225,17.582,15.981,60.265
"DBLa0.9_D2_HB3var16",27.102,88.834,538.677,91.397,44.803,50.413,34.306,213.008,58.198,0,21.529,468.196,3.036,32.261,5.669,596.151,44.412,110.984,40.278,192.437,21.517,12.81,86.664,2.028,4.636,349.486,1.031,208.811,75.216,1.051,42.226,166.488
"DBLa0.9_D2_IGHvar25",15.373,54.815,224.057,95.619,21.173,14.109,35.519,84.668,170.953,9.082,8.753,147.033,1.055,69.492,4.016,524.039,4.108,118.435,33.783,100.538,57.99,58.118,48.583,14.331,0,10.906,11.598,117.534,297.214,51.151,38.511,1804.702
"DBLa0.9_D2_IT4var61",5.16,35.929,402.945,52.908,63.391,5.689,14.324,9.747,69.01,94.547,27.478,101.706,9.18,60.823,2.002,480.194,51.102,29.767,84.131,119.482,347.4,20.537,172.859,99.316,3.737,61.303,2.443,310.028,106.873,14.776,44.823,41.006
"DBLa0.9_D2_MAL7P1.55",8.206,0,417.635,74.952,7.636,2.163,278.726,45.715,82.499,1.025,78.474,813.174,1.87,138.848,9.52,74.802,52.998,12.719,8.892,54.442,327.778,51.67,662.484,0,2.091,33.437,57.3,268.768,58.544,188.543,91.639,865.711
"DBLa0.9_D2_PF08_0142",15.202,21.263,101.482,185.608,455.041,137.684,66.369,330.887,0,17.64,155.082,2653.409,7.255,83.247,32.436,166.855,20.579,152.154,258.209,37.046,52.185,8.228,62.64,0,1.001,66.48,13.039,152.24,157.739,31.848,1877.428,426.83
"DBLa0.9_D2_PF10_0406",0,11.618,217.853,32.318,23.756,45.143,22.67,61.236,1099.539,323.227,10.035,22.16,34.355,54.251,8.176,844.067,57.407,0,43.035,66.318,38.917,17.546,42.405,0,2.579,0,0,274.973,69.009,114.732,156,54.165
"DBLa0.9_D2_PFC0005w",55.689,296.043,982.284,8.108,10.301,19.808,26.904,190.517,116.869,5.006,39.904,74.468,2.454,28.222,8.548,2178.707,16.323,8.139,26.766,331.395,9.35,31.057,123.346,6.88,2.449,10.273,2.079,206.97,409.96,23.912,32.259,1078.293
"DBLa0.9_D2_PFC1120c",3.385,88.119,649.7,14.276,1.985,16.633,15.667,102.865,311.704,9.994,46.827,386.9,44.674,63.473,15.273,507.95,7.051,29.441,34.415,64.159,263.693,18.757,53.827,0,3.002,2.993,1.915,70.916,36.124,58.127,51.115,808.44
"DBLa0.9_D2_PFCLINvar29",7.161,34.807,119.641,115.773,102.866,9.452,5.596,83.124,38.809,2.146,70.341,98.162,39.151,60.489,9.343,530.098,89.466,4.035,7.089,23.625,14.061,18.863,20.394,6.001,4.267,0,4.011,2.065,2.566,61.187,14.742,191.129
"DBLa0.9_D2_PFCLINvar40",0,13.18,316.205,31.149,25.802,43.601,10.591,31.62,220.906,1.411,76.906,5.504,3.77,49.352,5.69,790.498,13.836,2.667,2.268,107.018,16.98,6.362,211.911,0.998,9.934,22.645,21.769,66.644,94.416,4.643,77.133,98.463
"DBLa0.9_D2_PFCLINvar67",15.756,84.022,387.431,78.605,6.205,75.082,32.338,96.23,186.145,5.45,5.119,263.734,0.973,119.976,3.096,534.918,17.723,23.675,67.118,31.958,69.778,16.646,56.842,0,53.173,5.31,0,89.173,57.963,28.103,0,195.83
"DBLa0.9_D2_PFL0005w",0,44.097,18.682,125.423,575.108,81.383,57.113,79.19,9.443,1.016,35.692,4.968,7.21,46.74,4.094,483.814,91.701,25.567,28.44,188.2,36.106,49.195,178.942,3.004,3.089,34.151,9.619,1275.376,911.14,17.827,80.086,111.489
"DBLa0.9_D2_PREICHvar55",0,1.015,78.278,2.054,65.679,76.692,18.94,11.447,12.237,0,1.284,0,0,2.494,0,4.871,3.055,0,3.9,22.268,3.842,22.394,0,0,0,57.991,10.674,20.471,20.959,2.049,0,22.254
"DBLa0.9_D2_RAJ116var06",1.304,45.921,507.105,16.097,116.32,58.75,33.524,6.536,1462.52,1.074,5.056,11.778,39.053,16.454,0,560.883,17.029,11.147,32.135,12.617,8.579,2.15,6.54,0,0,105.224,3.927,91.999,93.109,1.082,16.728,466.356
"DBLa0.9_D2_RAJ116var10",33.197,278.546,296.293,96.385,20.767,32.999,20.568,77.242,118.277,32.015,52.523,263.093,2.002,14.419,3.086,997.504,3.791,85.74,2.959,44.937,127.239,17.667,25.17,0.993,1.093,6.05,8.496,202.711,87.33,4.62,16.351,22.311
"DBLa0.9_D2_RAJ116var15",46.941,182.46,405.32,236.808,73.891,21.725,45.649,94.895,216.575,1.26,12.394,92.156,4.366,7.269,1.14,1593.012,201.612,12.53,33.306,316.146,4.652,47.454,33.858,0,3.154,6.623,5.67,100.944,109.188,7.224,78.419,589.707
"DBLa0.9_D2_RAJ116var24",46.497,119.664,623.525,103.952,630.757,11.003,33.462,80.498,170.494,24.072,47.168,914.794,5.718,31.28,12.657,416.444,29.038,54.545,275.899,183.551,45.584,48.353,38.231,0,1.676,144.778,24.444,1287.685,42.189,68.497,380.668,20.117
"DBLa0.9_D2_RAJ116var29",13.064,157.285,469.403,45.21,21.001,13.408,25.2,18.384,0,3.768,169.644,123.299,2.478,118.942,0,1445.564,40.368,20.52,97.831,58.452,16.041,41.588,159.758,0,5.634,24.556,27.924,618.083,122.767,59.11,29.737,53.068
"DBLa0.9_D2_TM284S2var01",3.112,235.521,318.431,111.556,133.308,12.015,89.851,223.968,109.87,0,62.403,370.169,3.681,98.95,10.543,416.466,21.535,119.562,271.87,40.024,12.102,63.445,24.007,2.013,2.824,96.152,0,214.06,358.176,2.168,18.148,1133.2
"DBLa1.1_D1_AAN86340",11.56,0,0,3.155,0,0,0,0,0,0,14.347,0,0,1.112,0,140.611,0,0,0,0,0,0,0,0,0,0,0,0,0,1.103,0,0
"DBLa1.1_D1_AF547159",0,0,0,0,98.333,0,0,12.612,0,0,0,0,0,0,0,0,15.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.449
"DBLa1.1_D2_AAM55194",0,2.566,0,7.663,8.253,2.45,125.473,0,0,0,28.515,0,1,91.073,19.923,3.051,0,0,43.114,0,0,0,0,0,0,0,0,114.106,0,2.112,0,0
"DBLa1.1_D2_AJ420411",0,0,485.964,28.054,0,6.123,13.041,0,387.273,4.736,10.315,42.546,0,155.61,0,0,0,0,36.641,698.745,117.379,0,141.456,22.778,18.668,32.27,6.868,8.636,139.239,26.787,105.956,8.356
"DBLa1.1_D2_HB3var1csa",0,0,698.129,19.003,0,25.618,0,45.872,3.007,23.995,43.993,163.417,0,9.737,3.173,0,3,0,72.747,3.633,1598.337,5.721,0,0,0,4.385,15.891,0,0,114.535,304.245,0
"DBLa1.1_D2_IGHvar11",2.334,0,0,0,13.002,0,23.906,0,0,11.7,44.164,0,0,98.462,0,0,0,18.192,0,63.655,33.249,0,98.825,13.098,0,88.809,0,94.011,0,26.075,0,0
"DBLa1.1_D2_IGHvar14",0,0,2,0,40.91,0.947,12.484,0,1,0,0,8.999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.899,20.875,0,0,0,15.793
"DBLa1.1_D2_IGHvar26",0.865,1.004,63.423,8.205,4.244,2.438,41.111,190.025,2.12,1.156,4.509,0.948,1.001,87.77,9.776,0,0,230.304,82.965,125.648,33.613,0,1.292,0,5.73,0,3.419,0,2.007,5.759,250.935,82.069
"DBLa1.1_D2_IGHvar39",14.048,13.959,152.579,2.856,36.453,27.516,36.035,148.139,0,1.002,6.82,1.44,0,94.485,65.443,0,0,118.499,362.952,14.522,46.774,1.279,7.382,3.498,5.261,0,10.369,38.145,0,35.617,32.976,40.643
"DBLa1.1_D2_IT4var35",29.097,0,355.645,5.348,94.313,1.869,1.57,9.652,0,6.994,0,586.285,0,1.667,0,1.559,0,77.344,49.429,0,0,0,261.378,27.756,0,1.92,0,0,19.712,27.298,0,0
"DBLa1.1_D2_PFCLINvar49",0,0,2.733,55.66,34.764,0,93.002,19.842,0,5.994,10.003,1.001,0,97.417,22.783,0,0,36.97,324.585,22.886,9.784,0,20.827,0,1.206,6.982,22.998,5.138,2.174,7.777,59.49,114.284
"DBLa1.1_D2_PFCLINvar68",5.755,16.084,60.931,0,0,35.839,62.258,117.04,0,3,14.423,0,0,18.326,6.352,0,9.387,0,13.009,5.568,8.427,41.1,6.14,1.981,0,0,0,0,1.985,7.086,0,3.609
"DBLa1.1_D2_TM284var03",7.312,394.857,175.625,54.231,0,172.21,45.294,0,0,36.689,0,0,0,0,0,2.398,0,0,0,7.749,0,4.118,22.033,0,2.356,0,33.158,230.227,0,0,170.773,0
"DBLa1.2_D2_DD2var40",0,0,478.808,9.163,2.116,0,32.563,0,0,0,27.365,2.383,0,33.339,41.108,0,0,0.008,190.887,0,0,0,0,0,0,0,0,0,0,0,435.634,15.85
"DBLa1.2_D2_DD2var42",1.031,186.597,1.018,1.647,2.038,14.961,50.071,75.316,3.47,0,8.748,0,0,14.939,10.816,0,1.04,2.31,29.537,19.767,0.937,30.229,10.543,2.001,0,0,1.009,2.349,12.011,62.502,79.698,53.227
"DBLa1.2_D2_DD2var43",0,1.1,0,29.055,68.581,3.075,10.116,1.429,5.997,0,39.11,2.034,0.989,4.081,4.648,0,0,1.006,4.584,3.052,374.588,2.469,4.794,1.074,0,1.021,15.563,148.805,4.001,0,53.434,56.182
"DBLa1.2_D2_DD2var49",2.188,16.597,35.339,35.82,24.02,0,18.108,145.094,0,0,16.828,0,2,57.374,0,0,1.137,0,3.888,82.722,307.203,11.621,1.82,501.634,0,0,0,212.209,0,68.723,2.029,30.89
"DBLa1.2_D2_DD2var9a",0,16.349,0,0,0,6.361,0,193.708,0,0,0,0,0,0,0,0,0,230.632,113.371,105.825,88.317,0,4.605,221.91,0,0,94.285,105.128,4.004,2.59,0,0
"DBLa1.2_D2_IGHvar09",11.415,4.799,43.445,25.887,97.448,8.257,31.095,175.143,2.551,0,8.33,0,0,55.674,8.297,0,9.116,145.969,156.784,112.182,478.403,9.129,34.814,12.836,0,0,9.687,167.421,10.156,6.676,13.531,31.74
"DBLa1.2_D2_IGHvar30",23.006,1.027,165.82,12.84,0,0,23.251,0,0,0,4.808,0,0,2.626,0,0,1.309,6.058,10.722,22.842,343.65,0,21.757,1.983,0,0,23.495,2.365,4.13,0,10.621,29.713
"DBLa1.2_D2_IGHvar32",0,4.251,152.503,1.008,15.609,1.245,98.002,82.783,3.058,0,8.903,1.053,0,78.044,0,0,2.699,11.099,33.022,12.873,28.234,2.073,41.928,213.981,2.151,1,1.127,98.236,0,3.985,144.173,5.954
"DBLa1.2_D2_IT4var18",0,0,25.648,9.174,8.458,48.217,10.434,0,0,3.011,60.533,4.684,0,86.867,28.05,0,5.161,21.841,0,39.827,66.726,4.038,4.551,0,2.62,0,3.462,67.559,4.665,0,144.18,77.775
"DBLa1.2_D2_PFCLINvar32",2.138,7.614,12.428,40.732,31.793,0,9.604,376.408,2.489,0.989,4.035,2,2,22.843,9.337,1,0,7.863,248.404,0,366.175,10.343,11.143,60.111,2.97,0,26.68,64.081,12.007,4.42,0,26.824
"DBLa1.2_D2_PFCLINvar62",0,11.072,1107.476,7.324,8.72,20.406,23.116,166.203,4.962,0,19.502,11.037,11.658,99.656,24.038,0,5.357,176.297,337.187,90.383,11.954,5.346,3.723,0,6.999,7.194,0,45.883,0,11.844,1722.991,47.788
"DBLa1.2_D2_PFD0020c",31.597,10.046,124.864,42.913,125.13,42.299,232.021,531.187,10.421,2.005,22.202,16.677,5.99,54.319,21.911,0,4.117,278.733,734.505,231.358,16.658,2.997,75.713,0,55.428,1,117.799,337.894,4.948,78.034,97.386,53.22
"DBLa1.2_D2_RAJ116var03",0,19.486,84.83,12.112,8.777,2.019,30.644,16.342,0,0,23.738,1.039,1,30.704,9.286,0,0,33.004,152.513,29.389,69.39,9.157,2.425,1.396,1.117,0,32.906,2.491,4.899,0,16.099,0
"DBLa1.3_D2_AAQ73929",1.082,4.378,89.529,7.474,0,4.325,63.834,1.095,0,0,0,0,0,0,3.009,12.119,5.415,37.884,11.848,33.702,6.731,0,1.981,35.137,0,0,8.892,27.373,0,10.993,11.392,239.807
"DBLa1.3_D2_IT4var03",0,48.942,5.556,7.502,49.009,6.086,11.267,49.234,1.15,0,15.737,3.988,0,108.402,1.342,0,36.548,0,9.373,12.259,15.716,3.448,0,0,1.103,0,26.606,212.037,28.89,131.887,1.608,1.472
"DBLa1.3_D2_MAL6P1.314",4.547,0,20.75,28.776,0,0,45.677,160.483,1.2,0,29.689,0,1.001,33.247,2.898,0,0,0,0,79.682,56.78,2.691,16.836,2.962,0,0,100.385,90.682,4.076,10.877,1.405,42.811
"DBLa1.3_D2_PFA0015c",0,0,0,1.954,2.286,11.938,4.148,28.333,0,0,71.308,0,0,23.147,5.673,0,54.333,0,0,13.704,0,1.889,0,0,6.434,0,24.337,78.819,0,7.276,0,106.565
"DBLa1.3_D2_PFCLINvar34",2.841,2.111,1.101,0,0,51.593,8.027,269.005,12.502,4.857,124.074,0,0,4.868,0,5.69,0,25.051,28.373,238.274,3.636,1.201,42.985,1.064,9.514,1.307,2.306,588.591,0,1133.504,4.712,0
"DBLa1.3_D2_PFI1820w",141.919,6.68,0,20.296,58.981,64.393,5.007,34.51,2.794,0,12.047,0,0,0,1.13,6.059,0,0,55.017,2.967,0,0,7.606,0,0,2.421,3.026,0,0,11.979,3.249,127.04
"DBLa1.4_D2_HB3var02",0,25.22,2.852,0,2.186,1.007,27.656,28.954,0,0,5.533,6.003,0,0,0,0,6.47,10.421,2.837,21.702,5.815,1.725,4.37,0,0,0,14.005,0,6.126,5.232,368.299,0
"DBLa1.4_D2_IGHvar10",1.98,8.702,0,1.263,2.491,0,41.384,13.963,0,0,10.541,0,1.99,0,0,0,3.01,0,0,63.885,71.295,0,2.855,0,0,0,4.186,5.293,3.055,1,0,35.879
"DBLa1.4_D2_IT4var22",0,40.168,1,2.583,40.225,3.473,39.364,7.44,0,0,10.276,5.884,0,38.259,28.499,0,0,4.768,80.207,97.391,0,9.425,6.276,2.355,2,2.04,0,0,2.013,17.41,0,42.935
"DBLa1.4_D2_PFCLINvar48",5,10.627,0,0.974,36.95,14.841,4.064,12.262,0,0,8.111,19,1.125,73.85,0,35.308,20.007,9.292,7.522,104.519,25.557,6.41,26.784,0,3.263,0,1.043,1.141,0,12.196,3.11,287.322
"DBLa1.4_D2_PFCLINvar73",2.845,89.298,5.34,29.975,41.847,24.77,42.938,322.61,0,0,2.832,0,0,103.126,9.828,0.995,6.566,37.371,19.648,768.439,256.811,10.395,11.309,256.677,1.001,0,159.699,0,0,910.494,0,53.525
"DBLa1.4_D2_PFCLINvar76",0,0,0,4.4,1868.899,0,0,398.972,1.996,0,422.769,0,0,121.101,0,0,411.454,497.862,0,44.165,19.786,0,1.005,2.497,5.992,0,4.744,0,0,0,3.52,1569.147
"DBLa1.4_D2_PFD1235w",0,39.408,33.473,25.132,12.031,4.486,26.259,99.59,70.139,0,121.152,0,1,20.119,3.472,1.149,7.18,5.541,36.497,0,2.004,8.839,0,2,2.999,3.012,0,145.589,1.563,82.06,4.216,28.223
"DBLa1.4_D2_PFE1640w",117.424,6.033,0,107.515,7.68,0,51.652,0,0,0,414.775,0,8,0,0,788.35,0,0,845.497,0,0,222.184,0,0,0,0,0,45.388,82.835,20.904,0,0
"DBLa1.4_D2_PREICHvar29",1,29.76,1.075,9.185,3.795,4.535,6.868,36.131,1,0,2.387,0,0,77.5,2,0,6.283,2,0,15.12,0,0,0,0,0,0,0,5,0,0,0,1.078
"DBLa1.4_D2_PREICHvar43",4,0,0,7.575,1.993,0,20.24,25.653,1.001,0,0,5.148,0,11.252,1.968,0,16.321,0,0,15.434,74.093,0,8.944,0,1.027,1.043,0,27.619,0,0,0,0
"DBLa1.4_D2_PREICHvar71",0,13.98,0,0,3.006,5.202,22.308,13.004,2.993,0,4.124,2.006,0,13.108,10.039,0,1.948,0,28.142,4.465,3.073,5.006,0,4.011,0,0,1.003,24.782,0,0,4.014,2.103
"DBLa1.5_D2_AAQ73927",0,164.887,8.324,6.866,21.722,5.584,19.565,233.751,0,0,4.76,2.289,0,175.691,16.919,0,14.845,5.596,27.841,151.611,77.072,2.001,2.059,0,2.175,201.752,0,0,0,7.767,0,380.814
"DBLa1.5_D2_DD2var03",0,20.908,0,27.33,48.703,5.523,10.192,139.702,0,0,5.544,4.701,0,118.591,3.867,0,6.592,11.429,24.697,78.934,49.566,0,0,0,0,0,1.291,0,0,0,0,9.583
"DBLa1.5_D2_DD2var52",0,6.043,1.129,36.812,15.931,0,0,0,0,1.089,51.255,0,1.997,0,111.707,1.576,0,4.727,14.545,142.467,1149.095,7.407,26.009,0,0,1786.638,6.988,10.26,5.234,1.352,1.108,236.429
"DBLa1.5_D2_DD2var9b",2,112.618,126.752,4.819,27.45,9.593,28.278,76.06,0,6.713,11.406,0,0,28.657,41.024,5.022,36.686,0,52.167,10.638,13.487,2.113,0,2.354,0,193.764,0,0,21.387,0,0,2.436
"DBLa1.5_D2_HB3var04",0,4.41,2.914,2.716,33.884,0,112.607,376.011,0.969,0,6.681,0,2.007,147.199,8.233,0,0,215.968,67.134,57.051,2.373,5.086,12.423,0,3.414,0,29.472,3.394,0,0,17.343,64.624
"DBLa1.5_D2_HB3var06",0,51.1,1.071,8,10.654,0,44.155,2.639,0,0,2.589,0,0,14.413,39.136,0,0,4.492,112.084,153.86,129.243,1.149,10.88,0,0.905,500.375,0,131.375,1.002,0,12.007,3
"DBLa1.5_D2_IT4var02",0,20.309,0,7.241,127.164,0,15.999,192.57,2.143,0,8.41,0,0,87.116,14.823,0,3.529,0.977,14.412,107.128,63.695,0.942,4.555,1.992,2.096,948.52,48.066,0,0,2.596,1.013,0
"DBLa1.5_D2_PF11_0008",2,93.327,0,12.552,3.146,7.721,12.42,0,0,1.092,93.297,0,0,0,0,10.954,91.674,17.162,76.595,67.522,0,5.776,2.22,1.994,1.065,2.863,0,0,7.046,0,37.603,0
"DBLa1.5_D2_PFCLINvar05",3.044,102.404,27.353,3.859,0,121.99,52.186,10.018,3.956,0,12.747,10.32,0,2361.197,4.166,0,23.399,5.02,51.077,37.761,46.16,0,0,0,0,0,0,0,4.498,0,9.369,13.469
"DBLa1.5_D2_PFCLINvar75",0,84.318,0,14.83,0,0,3.324,16.997,2.383,0,5.128,0,0,47.734,25.571,0,0,0,35.81,3.309,18.369,6.565,0,3.001,0,370.887,0,0,0,3.613,0,1.155
"DBLa1.5_D2_RAJ116var07",0,0,15.314,0,5.66,4.226,38.323,35.576,0,0,0,5.514,0,1.547,9.027,0,0,5.749,0,17.299,345.852,1.104,0,0,0.993,0,0,0,0,0,0,5.692
"DBLa1.6_D1_HB3var52",0,0,0,0,0,3.408,17.903,441.706,0,0,1.082,0,0,27.333,0.944,0.999,0,26.805,14.25,15.637,0,0,0,0,0,0,0,0,0,0,0,0
"DBLa1.6_D2_DD2var04",5.588,0,0,9.067,16.586,4.443,40.687,300.973,0,2,8.042,0,0,478.487,0,0,8.99,1,0,447.396,159.834,1.082,0,0,6.504,0,1.627,1.096,0,15.958,0,25.007
"DBLa1.6_D2_DD2var22",5.631,9.997,31.915,3.033,2.905,12.494,15.17,7.446,2.925,1,7.294,3,2.012,28.153,2.52,0,4.753,40.705,99.863,201.342,276.857,9.174,6.253,0.971,0,2.511,5.409,3.385,3.008,6.652,0,0
"DBLa1.6_D2_HB3var01",6.034,1.882,3.199,21.605,37.789,26.482,81.033,1763.946,5.682,0,7.51,7.477,1,204.69,0,0,45.206,0,1.648,345.628,5.099,2,0,9.713,3,0,9.408,0,0,73.527,0,4.841
"DBLa1.6_D2_HB3var05",0,0,0.683,12.936,93.957,7.826,52.795,157.136,0,1.003,32.818,0,3.996,3.206,0,0,0,12.115,34.899,61.494,89.288,4.468,0,8.869,0,286.49,261.911,19.122,0,11.671,102.84,386.774
"DBLa1.6_D2_IT4var09",0,3.057,51.215,8.576,0,0,39.066,258.205,1,0,6.824,2,0,3.352,2.415,0,0,2.255,5.689,33.43,0,3.203,0,0,4.411,0,33.024,85.857,0,7.198,1.546,47.3
"DBLa1.6_D2_PF08_0141",17.384,26.13,0,0,0,0,179.363,530.797,0,0,7.225,2.966,0,229.344,0,0,7.118,0,5.119,337.091,19.107,0,0,0,6.496,0,1.889,0,2.986,4.789,0,1.989
"DBLa1.6_D2_PF13_0003",0,8.884,382.061,8.268,0,15.622,7.177,6.369,0,0,22.607,0.993,0,14.432,26.003,1.548,1.002,42.912,25.368,56.608,0,0,0,1.001,0,3.966,0,0,13.485,5.287,514.746,9.379
